Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,Apropiación a precios corrientes,Apropiación a precios constantes (2026)
2014,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,9812468581.0,18696875382.78574
2014,Salud y protección social,19,Fondo de previsión social del congreso ,1913,Inversión,218600000.0,416524845.39832664
2014,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,1300799955253.0,2478570449478.0693
2014,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversión,58351000000.0,111183171335.03091
2014,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,195369000000.0,372260029829.0287
2014,Defensa y policía,15,Policía nacional,1601,Inversión,379797000000.0,723672857766.4604
2014,Defensa y policía,15,Policía nacional,1601,Funcionamiento,7610161000000.0,14500554135321.934
2014,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversión,12572200000.0,23955323244.816296
2014,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,1004374800000.0,1913755984867.224
2014,Defensa y policía,15,Hospital militar,1519,Funcionamiento,273911000000.0,521915539468.8977
2014,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversión,897074696521.0,1709304205302.6543
2014,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,800000000.0,1524336122.226264
2014,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,8470000000.0,16138908694.07057
2014,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,388436000000.0,740133782466.3513
2014,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,2298021000000.0,4378695524918.1514
2014,Defensa y policía,15,Club militar de oficiales,1510,Inversión,1500000000.0,2858130229.174245
2014,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,39180000000.0,74654361586.03128
2014,Salud y protección social,19,Fondo de previsión social del congreso ,1913,Funcionamiento,321489876000.0,612573288646.0531
2014,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,13275000000.0,25294452528.192062
2014,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,109190949402.0,208054635492.0611
2014,Defensa y policía,15,Hospital militar,1519,Inversión,9073900000.0,17289591924.33612
2014,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversión,131567168288.0,250690733900.52527
2014,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,99250700000.0,189114283957.80283
2014,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Deuda,207708323.0,395771624.5449254
2014,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,86211330000.0,164268805580.21097
2014,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversión,25830464000.0,49217886661.33139
2014,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,30562260000.0,58233946118.58857
2014,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversión,3891228843000.0,7414425856542.015
2014,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,7282817921741.0,13876828037133.268
2014,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversión,48514100000.0,92439743834.12148
2014,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,50980977000.0,97140180984.35794
2014,Agricultura y desarrollo rural,17,Incoder,1713,Funcionamiento,53815897000.0,102541894683.88504
2014,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversión,8981000000.0,17112578392.142595
2014,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,10188000000.0,19412420516.55147
2014,Agricultura y desarrollo rural,17,Incoder,1713,Inversión,190993696901.0,363923239129.66095
2014,Agricultura y desarrollo rural,17,Incoder,1713,Deuda,48408974.0,92239434.63514005
2014,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversión,168160000000.0,320415452891.9607
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la frontera nororiental (corponor),3217,Funcionamiento,2793769000.0,4985949581.601362
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Funcionamiento,1927438000.0,3439836539.6933556
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de risaralda (carder),3215,Funcionamiento,2010684000.0,3588402995.5706983
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Inversión,1500000000.0,2677001703.5775127
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Funcionamiento,1582767000.0,2824713303.5775127
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Inversión,1758000000.0,3137445996.5928445
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1780000000.0,3176708688.245315
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,2834828000.0,5059226256.899488
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,2784278000.0,4969011299.488926
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,4041717000.0,7213122196.252129
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2318910000.0,4138484013.62862
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,186552575728.0,332934375353.7526
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,2936749000.0,5241121383.986371
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1690753000.0,3017432440.88586
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2194905000.0,3917176282.7938666
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Inversión,1540000000.0,2748388415.672913
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,3680012000.0,6567598928.79046
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del centro de antioquia (corantioquia),3232,Funcionamiento,1874214000.0,3344849380.579216
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Funcionamiento,1740302000.0,3105860945.826235
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Inversión,808000000.0,1442011584.3270867
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Funcionamiento,1889692000.0,3372472468.824531
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la orinoquia (corporinoquia),3229,Funcionamiento,1636772000.0,2921094288.245315
2015,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Inversión,1065000000.0,1900671209.5400336
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,4332367000.0,7731835893.015331
2015,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Funcionamiento,1684627000.0,3006499565.9284496
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Funcionamiento,1940594000.0,3463315629.3015327
2015,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andres, providencia y santa catalina (coralina)",3226,Inversión,970000000.0,1731127768.3134582
2015,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andres, providencia y santa catalina (coralina)",3226,Funcionamiento,1775961000.0,3169500414.991482
2015,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Inversión,1410000000.0,2516381601.3628616
2015,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Funcionamiento,1819259000.0,3246772961.499148
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Funcionamiento,1786990000.0,3189183516.183986
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Inversión,560000000.0,999413969.3356048
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,26305746000.0,46947017903.91823
2015,Rama judicial,27,Rama judicial,2701,Inversión,342015000000.0,610383158432.7086
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales- ideam",3202,Funcionamiento,47546638000.0,84854953950.25552
2015,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,389900600000.0,695843046950.5962
2015,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,23811000000.0,42494725042.58943
2015,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,493785800000.0,881243618534.9232
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Inversión,32000000000.0,57109369676.32027
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Funcionamiento,16000000000.0,28554684838.160133
2015,Transporte,24,Comisión de regulación de infraestructura y transporte,2415,Funcionamiento,2500000000.0,4461669505.962521
2015,Organismos de control,25,Defensoría del pueblo,2502,Inversión,34821000000.0,62143917546.84837
2015,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Funcionamiento,2500000000.0,4461669505.962521
2015,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,280078681946.0,499847405803.4575
2015,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,71459940000.0,127532254078.36456
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,809415207223.0,1444537259091.6775
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1380451840.0,2463647951.591141
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del atlántico (cra),3233,Funcionamiento,1631322000.0,2911367848.7223167
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,302698699930.0,540216623588.8722
2015,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,1987977700000.0,3547879793049.4033
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales- ideam",3202,Inversión,22628450000.0,40384266132.87904
2015,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,391867000000.0,699352417717.206
2015,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,56311600000.0,100497499420.78365
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,189640316762.0,338444967359.2354
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,156104668000.0,278594974781.6013
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Inversión,5001000000.0,8925123679.727427
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Funcionamiento,18652784364.0,33289023679.26133
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,37719000000.0,67315884838.16013
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,154910939782.0,276464566466.1383
2015,Organismos de control,25,Contraloría general de la república,2601,Inversión,109000000000.0,194528790459.9659
2015,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,128064000000.0,228551697444.6337
2015,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,11777898537.0,21019636298.74139
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,44123775259.0,78746281024.40953
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,30181382267.0,53863741163.388756
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,42632000000.0,76083957751.27768
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,276954000000.0,494270886541.7376
2015,Rama judicial,27,Rama judicial,2701,Funcionamiento,2986793606633.0,5330434382127.31
2015,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,2693833015147.0,4807597047134.577
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de santander (cas),3234,Funcionamiento,1583368000.0,2825785888.926746
2015,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Inversión,16223400000.0,28953379625.212944
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Inversión,810000000.0,1445580919.9318569
2015,Interior,37,Dirección nacional del derecho de autor,3703,Inversión,714500000.0,1275145144.8040886
2015,Interior,37,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,3704,Funcionamiento,2523959671.0,4504429559.351959
2015,Interior,37,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,3704,Inversión,15000000000.0,26770017035.775127
2015,Interior,37,Unidad nacional de protección - unp,3708,Funcionamiento,368251855905.0,657207230402.1771
2015,Interior,37,Unidad nacional de protección - unp,3708,Inversión,3000000000.0,5354003407.1550255
2015,Interior,37,Dirección nacional de bomberos,3709,Funcionamiento,4391551948.0,7837461364.096763
2015,Interior,37,Dirección nacional de bomberos,3709,Inversión,28982024614.0,51723286176.5356
2015,Empleo público,5,Comisión nacional del servicio civil,3801,Funcionamiento,18194280000.0,32470745703.57751
2015,Empleo público,5,Comisión nacional del servicio civil,3801,Inversión,39697232000.0,70846371794.20782
2015,"Ciencia, tecnología e innovación",39,"Ministerio de ciencia, tecnología e innovación",3901,Funcionamiento,21824700000.0,38949839386.71209
2015,"Ciencia, tecnología e innovación",39,"Ministerio de ciencia, tecnología e innovación",3901,Inversión,355228729121.0,633965275344.3945
2015,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Funcionamiento,1602101235139.0,2859218490513.8267
2015,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversión,314850313019.0,561903216215.8507
2015,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2266619000.0,4045161949.5741057
2015,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversión,2104659000000.0,3756117152299.829
2015,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,117432500000.0,209578001703.57748
2015,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversión,3354805078611.0,5987212607074.759
2015,Deporte y recreación,43,Ministerio del deporte,4301,Inversión,459999640000.0,820946546616.695
2015,Deporte y recreación,43,Ministerio del deporte,4301,Funcionamiento,27849663300.0,49702397398.77342
2015,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversión,16871000000.0,30109130494.037476
2015,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,76528400000.0,136577771448.04088
2015,Igualdad y equidad,46,Instituto colombiano de bienestar familiar,4602,Inversión,5115307823436.0,9129125171774.367
2015,Igualdad y equidad,46,Instituto colombiano de bienestar familiar,4602,Funcionamiento,339770000000.0,606376579216.3542
2015,Interior,37,Dirección nacional del derecho de autor,3703,Funcionamiento,3205246945.0,5720301021.434412
2015,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversión,31028750000.0,55376011073.25383
2015,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversión,959529367443.0,1712441167518.376
2015,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,721434900000.0,1287521637546.8484
2015,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Inversión,223609411206.0,399068516489.6177
2015,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Funcionamiento,24076600000.0,42968732810.90289
2015,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Inversión,165990000000.0,296237008517.8875
2015,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Funcionamiento,35467700000.0,63298062214.650764
2015,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,9898500000.0,17665534241.908005
2015,Interior,37,Fondo para la participación y el fortalecimiento de la democracia,3702,Funcionamiento,6641805249.0,11853415977.602043
2015,Interior,37,Ministerio del interior,3701,Inversión,90037475386.0,160686983329.4269
2015,Interior,37,Ministerio del interior,3701,Funcionamiento,399653911090.0,713249467219.5638
2015,Organismos de control,25,Auditoría general de la republica,3401,Funcionamiento,25622000000.0,45726758432.70869
2015,Cultura,33,Instituto caro y cuervo,3307,Inversión,3612368012.0,6446876881.381942
2015,Cultura,33,Instituto caro y cuervo,3307,Funcionamiento,5724889185.0,10217025400.691652
2015,Cultura,33,Instituto colombiano de antropología e historia,3305,Inversión,7364883577.0,13143870588.18603
2015,Cultura,33,Instituto colombiano de antropología e historia,3305,Funcionamiento,4932887844.0,8803566107.963202
2015,Cultura,33,Archivo general de la nación,3304,Inversión,24413088422.0,43569252863.52163
2015,Organismos de control,25,Auditoría general de la republica,3401,Inversión,4800000000.0,8566405451.44804
2015,Cultura,33,Archivo general de la nación,3304,Funcionamiento,9685180366.0,17284829559.49165
2015,Cultura,33,"Ministerio de las culturas, las artes y los saberes ancestrales",3301,Funcionamiento,188701383598.0,336769283572.85315
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolívar (csb),3239,Funcionamiento,1988142000.0,3548173013.9693356
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del canal del dique (cardique),3238,Funcionamiento,1820909000.0,3249717663.373083
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Inversión,280000000.0,499706984.66780233
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Funcionamiento,641912000.0,1145599678.3645656
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Funcionamiento,1812689000.0,3235047694.0374784
2015,Cultura,33,"Ministerio de las culturas, las artes y los saberes ancestrales",3301,Inversión,202091294430.0,360665826311.5298
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Funcionamiento,1755411000.0,3132825491.65247
2015,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Funcionamiento,328443330000.0,586162235959.1141
2015,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Funcionamiento,108340830000.0,193352390984.6678
2015,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Funcionamiento,9251641700.0,16511107061.192505
2015,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Inversión,5478000000.0,9776410221.465076
2015,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Funcionamiento,7749598628.0,13830459152.798635
2015,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Inversión,3118137613975.0,5564839803066.797
2015,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Deuda,190582000.0,340125559.1141397
2015,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Funcionamiento,73189054025.0,130618148205.4344
2015,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Inversión,224350299346.0,400390755698.2446
2015,Trabajo,36,Ministerio del trabajo,3601,Inversión,1570681863767.0,2803145350055.041
2015,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Inversión,10000300000.0,17847213424.1908
2015,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Funcionamiento,11258040000.0,20091861505.96252
2015,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Funcionamiento,10213100000.0,18226990732.53833
2015,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Inversión,66031000000.0,117843399659.28448
2015,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Funcionamiento,64994780000.0,115994091189.09708
2015,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Inversión,12709000000.0,22681343100.51107
2015,Trabajo,36,Ministerio del trabajo,3601,Funcionamiento,21779982314700.0,38870033173560.0
2015,Transporte,24,Instituto nacional de vías,2402,Deuda,6970100000.0,12439313049.403748
2015,Transporte,24,Instituto nacional de vías,2402,Inversión,3919080000000.0,6994255890971.039
2015,Transporte,24,Ministerio de transporte,2401,Inversión,359801000000.0,642125259965.9283
2015,Justicia y del derecho,12,Superintendencia de notariado y registro,1204,Inversión,458915141732.0,819011077476.0531
2015,Justicia y del derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,914348277109.0,1631807930322.6377
2015,Justicia y del derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,3000000000.0,5354003407.1550255
2015,Justicia y del derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,35534227666.0,63416791998.128784
2015,Justicia y del derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,6107000000.0,10898966269.165249
2015,Justicia y del derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,503660768661.0,898867157153.771
2015,Justicia y del derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,275519340878.0,491710496599.3063
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,17005362819580.0,30348923491979.566
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,2092581418103.0,3734562680757.5854
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,11049300000.0,19719329948.892673
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,17356000000.0,30974694378.194206
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,13364200000.0,23850657444.633728
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,10845000000.0,19354722316.865417
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,986456200000.0,1760496618603.0664
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,362379945435.0,646727820847.8807
2015,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,7418400000.0,13239379625.212946
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,180112000000.0,321440087223.16864
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,3461000000.0,6176735264.054514
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,26482000000.0,47261572742.75979
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,16000000000.0,28554684838.160133
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,25826000000.0,46090830664.395226
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,9354000000.0,16693782623.509369
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,2105901000000.0,3758333709710.392
2015,Justicia y del derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,343131811648.0,612376296222.2228
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,1241483480880.0,2215635595519.4004
2015,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,47048110655546.0,83965248249999.97
2015,Hacienda,13,Fondo adaptación,1315,Inversión,1500000000000.0,2677001703577.5127
2015,Hacienda,13,Fondo adaptación,1315,Funcionamiento,25417900000.0,45362507734.241905
2015,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,8580000000.0,15312449744.463371
2015,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,156701700000.0,279660478568.9949
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,18692072840.0,33359140557.3833
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,11278006374750.0,20127494852109.2
2015,Justicia y del derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,74533256382.0,133017102871.86234
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,20071000000.0,35820067461.6695
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,80814955000.0,144227848139.69336
2015,Planeación,3,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,8529700000.0,15222680954.003408
2015,Planeación,3,Departamento administrativo nacional de planeación,301,Inversión,532505586981.0,950345575675.1202
2015,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,73088390000.0,130438496361.15842
2015,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversión,3098000000.0,5528900851.788756
2015,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,139827820000.0,249546208231.68652
2015,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversión,2228029086.0,3976291772.561498
2015,Planeación,3,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,303,Inversión,15000000000.0,26770017035.775127
2015,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,29769830000.0,53129257083.475296
2015,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,21332400000.0,38071247427.59795
2015,Presidencia de la república,2,Presidencia de la república,201,Inversión,82436812246.0,147122324546.69437
2015,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,151681460000.0,270701017880.7495
2015,Congreso de la república,1,Congreso de la república,101,Inversión,60000000000.0,107080068143.10052
2015,Congreso de la república,1,Congreso de la república,101,Funcionamiento,406870410000.0,726128520470.1874
2015,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,149007630000.0,265929119570.6985
2015,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversión,24631047744.0,43958237847.7247
2015,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,40261000000.0,71852510391.82281
2015,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,107538900000.0,191921212333.9012
2015,Planeación,3,Fondo nacional de regalías,325,Funcionamiento,1341500000.0,2394131856.899489
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,55333600000.0,98752094310.0511
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,220982141629.0,394379713067.3601
2015,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,262395320000.0,468288479100.51105
2015,Empleo público,5,Escuela superior de administración pública (esap),503,Inversión,115999600000.0,207020751209.54
2015,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,68383515000.0,122041857434.41226
2015,Empleo público,5,Departamento administrativo de la función pública,501,Inversión,5513069280.0,9838997236.3339
2015,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversión,19439000000.0,34692157410.56218
2015,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,15838568800.0,28266583773.21976
