TIPO,CTA,"SUB
CTA",OBJ,ORD,FUENTE,REC,SIT,APR. INICIAL,APR. ADICIONADA,APR. REDUCIDA,APR. VIGENTE,APR BLOQUEADA,CDP,APR. DISPONIBLE,COMPROMISO,OBLIGACION,ORDEN PAGO,PAGOS,mes,Código de entidad,Código de sector,Código de unidad,Sector,Entidad,Unidad,Tipo de gasto,Código de rubro,Nombre de rubro,mes_num,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Cuenta,Subcuenta,Objeto,Ordinal,perc_ejecucion,perc_perdida,perc_compr
C,3299.0,900.0,20.0,10101C,Nación,11.0,CSF,4500000000,0,0,4500000000,0.0,3901741414.0,598258586.0,3117494529.0,1871870852.16,1871870852.16,1871870852.16,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-20-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,20.0,,3299,,,,3.7182751371741266e-06,0.9999938074240624,6.19257593764073e-06
C,3299.0,900.0,20.0,10101C,Nación,15.0,CSF,0,4300000000,0,4300000000,0.0,4300000000.0,0.0,4300000000.0,4093660000.0,4093660000.0,4093660000.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-20-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,20.0,,3299,,,,8.131626271374396e-06,0.9999914585009584,8.541499041666847e-06
C,3299.0,900.0,20.0,10101C,Propios,25.0,CSF,0,4300000000,4300000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-20-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,20.0,,3299,,,,0.0,1.0,0.0
C,3299.0,900.0,21.0,10101C,Nación,11.0,CSF,19210503984,0,0,19210503984,500000000.0,18528063984.0,182440000.0,16961197194.0,10442375724.65,10277587926.65,10277587926.65,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-21-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,21.0,,3299,,,,2.074268424298212e-05,0.9999663083605632,3.369163943676126e-05
C,3299.0,900.0,22.0,10101C,Nación,11.0,CSF,3500000000,0,0,3500000000,0.0,3500000000.0,0.0,3356471123.0,1868330213.0,1868330213.0,1868330213.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-22-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,22.0,,3299,,,,3.7112420288038873e-06,0.9999933327221208,6.66727787918301e-06
C,3299.0,900.0,23.0,10101C,Nación,11.0,CSF,1200000000,0,0,1200000000,0.0,1200000000.0,0.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-23-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,23.0,,3299,,,,2.383674151162841e-06,0.9999976163258488,2.383674151162841e-06
C,3299.0,900.0,24.0,10101C,Nación,11.0,CSF,1500000000,0,0,1500000000,0.0,1500000000.0,0.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-24-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,24.0,,3299,,,,2.979592688953551e-06,0.9999970204073111,2.979592688953551e-06
C,3299.0,900.0,25.0,10101C,Nación,11.0,CSF,6000000000,0,0,6000000000,0.0,6000000000.0,0.0,5243121061.0,4143664820.0,4140303506.0,4140303506.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-25-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,25.0,,3299,,,,8.230955602097355e-06,0.9999895850898796,1.0414910120435991e-05
C,3299.0,900.0,26.0,10101C,Nación,11.0,CSF,4500000000,0,0,4500000000,0.0,4500000000.0,0.0,4227975621.0,2173424008.0,2173424008.0,2173424008.0,agosto,3201,32,320101,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible - gestion general,Inversión,C-3299-0900-26-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,26.0,,3299,,,,4.317278856155283e-06,0.9999916015698337,8.3984301662703e-06
A,1.0,1.0,1.0,,Nación,10.0,CSF,36104404000,0,0,36104404000,0.0,36101024376.0,3379624.0,20105551338.0,20105551260.0,20105551260.0,20105551260.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-01-01-01,SALARIO,8,1,1.0,1.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,3.9937569027784575e-05,0.9999600624308173,3.9937569182723395e-05
A,1.0,1.0,2.0,,Nación,10.0,CSF,13366087000,0,0,13366087000,0.0,13365295400.0,791600.0,7794884154.0,7794884154.0,7794884154.0,7794884154.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-01-01-02,CONTRIBUCIONES INHERENTES A LA NÓMINA,8,1,1.0,2.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,1.5483719890998857e-05,0.999984516280109,1.5483719890998857e-05
A,1.0,1.0,3.0,,Nación,10.0,CSF,2895822000,0,0,2895822000,0.0,2895816245.0,5755.0,1532514440.0,1532514440.0,1532514440.0,1532514440.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-01-01-03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,8,1,1.0,3.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,3.0441792140931637e-06,0.999996955820786,3.0441792140931637e-06
A,2.0,,,,Nación,10.0,CSF,10414127000,0,0,10414127000,0.0,10393776025.12,20350974.88,10003130813.97,7647938305.45,7643472813.45,7643472813.45,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-02,ADQUISICIÓN DE BIENES  Y SERVICIOS,8,2,,,,ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,1.5191827373657754e-05,0.9999801298297067,1.9870170293300665e-05
A,3.0,3.0,1.0,034,Nación,10.0,CSF,1000000000,0,0,1000000000,315000000.0,685000000.0,0.0,80000000.0,0.0,0.0,0.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-03-03-01-034,"FORTALECIMIENTO A LA CONSULTA PREVIA. CONVENIO 169 OIT, LEY 21 DE 1991, LEY 70 DE 1993",8,3,3.0,1.0,34.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,AJUSTE IPC VIGENCIAS ANTERIORES - UNIVERSIDADES,0.0,0.9999998410883899,1.5891161007752273e-07
A,3.0,3.0,1.0,999,Nación,10.0,CSF,5000000000,0,0,5000000000,5000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-03-03-01-999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,8,3,3.0,1.0,999.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,0.0,1.0,0.0
A,3.0,4.0,2.0,012,Nación,10.0,CSF,97850000,0,0,97850000,0.0,93917761.0,3932239.0,65259552.0,58818554.0,58818554.0,58818554.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-03-04-02-012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),8,3,4.0,2.0,12.0,TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",1.1683688898214644e-07,0.9999998703687439,1.2963125601572274e-07
A,3.0,10.0,,,Nación,10.0,CSF,95950000,0,0,95950000,0.0,0.0,95950000.0,0.0,0.0,0.0,0.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-03-10,SENTENCIAS Y CONCILIACIONES,8,3,10.0,,,TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,0.0,1.0,0.0
A,8.0,1.0,,,Nación,10.0,CSF,330000000,0,0,330000000,0.0,317607985.4,12392014.6,289668802.0,289618452.0,289618452.0,289618452.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-08-01,IMPUESTOS,8,8,1.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,5.752966814434967e-07,0.9999994246033036,5.753966964380893e-07
A,8.0,4.0,1.0,,Nación,11.0,SSF,396300000,0,0,396300000,0.0,0.0,396300000.0,0.0,0.0,0.0,0.0,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Funcionamiento,A-08-04-01,CUOTA DE FISCALIZACIÓN Y AUDITAJE,8,8,4.0,1.0,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,0.0,1.0,0.0
C,3202.0,900.0,6.0,40101B,Nación,11.0,CSF,61010744264,0,0,61010744264,5145100254.0,53201068583.15,2664575426.85,48923104971.44,27522954851.03,27521478927.03,27208602313.89,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Inversión,C-3202-0900-6-40101B,"4. TRANSFORMACIÓN PRODUCTIVA, INTERNACIONALIZACIÓN Y ACCIÓN CLÍMATICA / B. RESTAURACIÓN PARTICIPATIVA DE ECOSISTEMAS, ÁREAS PROTEGIDAS Y OTRAS ÁREAS AMBIENTALMENTE ESTRATÉGICAS",8,3202,900.0,6.0,,3202,,,,5.467146336835178e-05,0.9999028193827375,9.718061726253984e-05
C,3299.0,900.0,2.0,10101C,Nación,11.0,CSF,20000000000,0,0,20000000000,990793298.0,17502562199.0,1506644503.0,11619140109.7,6145459727.36,6145459727.36,6145459727.36,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Inversión,C-3299-0900-2-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,2.0,,3299,,,,1.2207311249266893e-05,0.9999769197967181,2.308020328185939e-05
C,3299.0,900.0,3.0,10101C,Nación,11.0,CSF,9000000000,0,0,9000000000,1588765137.0,7411234863.0,0.0,4181338892.0,722934226.3,722934226.3,722934226.3,agosto,3201,32,320102,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,Inversión,C-3299-0900-3-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,3.0,,3299,,,,1.4360330235185147e-06,0.999991694208805,8.305791195093561e-06
A,1.0,1.0,1.0,,Nación,11.0,SSF,43492903000,0,0,43492903000,0.0,43492903000.0,0.0,28716230828.0,28715877597.0,28715877597.0,28715877597.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-01-01-01,SALARIO,8,1,1.0,1.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,5.704107929660418e-05,0.9999429582190471,5.7041780952940924e-05
A,1.0,1.0,2.0,,Nación,11.0,SSF,15649756000,0,0,15649756000,0.0,15649756000.0,0.0,11009932689.0,11009726589.0,11009726589.0,11009726589.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-01-01-02,CONTRIBUCIONES INHERENTES A LA NÓMINA,8,1,1.0,2.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,2.186966723464128e-05,0.9999781299233693,2.187007663067674e-05
A,1.0,1.0,3.0,,Nación,11.0,SSF,4046315000,0,0,4046315000,0.0,4046315000.0,0.0,2613738301.0,2613410914.0,2613410914.0,2613410914.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-01-01-03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,8,1,1.0,3.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,5.1912667017238786e-06,0.9999948080829784,5.191917021664984e-06
A,1.0,1.0,4.0,,Nación,11.0,SSF,6695061000,0,0,6695061000,0.0,6695061000.0,0.0,0.0,0.0,0.0,0.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-01-01-04,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,8,1,1.0,4.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,0.0,1.0,0.0
A,2.0,,,,Nación,11.0,SSF,22188500000,0,0,22188500000,0.0,21897331039.0,291168961.0,17288076521.38,10186588965.45,10186070019.57,10186070019.57,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-02,ADQUISICIÓN DE BIENES  Y SERVICIOS,8,2,,,,ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,2.0234590671219828e-05,0.9999656590490605,3.434095093944893e-05
A,3.0,4.0,2.0,012,Nación,11.0,SSF,275100000,0,0,275100000,0.0,275100000.0,0.0,159524989.0,156594482.0,156594482.0,156594482.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-03-04-02-012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),8,3,4.0,2.0,12.0,TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",3.1105851579844565e-07,0.9999996831203394,3.168796606198638e-07
A,3.0,10.0,,,Nación,11.0,SSF,106800000,0,0,106800000,0.0,0.0,106800000.0,0.0,0.0,0.0,0.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-03-10,SENTENCIAS Y CONCILIACIONES,8,3,10.0,,,TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,0.0,1.0,0.0
A,8.0,1.0,,,Nación,11.0,SSF,28063000,0,0,28063000,0.0,28063000.0,0.0,600000.0,600000.0,600000.0,600000.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-08-01,IMPUESTOS,8,8,1.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,1.1918370755814205e-09,0.9999999988081629,1.1918370755814205e-09
A,8.0,4.0,1.0,,Nación,11.0,SSF,160300000,0,0,160300000,0.0,160300000.0,0.0,0.0,0.0,0.0,0.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Funcionamiento,A-08-04-01,CUOTA DE FISCALIZACIÓN Y AUDITAJE,8,8,4.0,1.0,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,0.0,1.0,0.0
C,3201.0,900.0,1.0,10101D,Nación,11.0,CSF,20000000000,0,0,20000000000,37117316.0,19838139160.0,124743524.0,19722546651.0,11180872317.0,11180872317.0,11180872317.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Inversión,C-3201-0900-1-10101D,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / D. INSTRUMENTOS DE CONTROL Y VIGILANCIA AMBIENTAL PARA LA RESILIENCIA,8,3201,900.0,1.0,,3201,,,,2.22096302745709e-05,0.9999608232294608,3.91767705392433e-05
C,3299.0,900.0,2.0,10101C,Nación,11.0,CSF,13653134329,0,0,13653134329,169137318.0,13326424236.13,157572774.87,13125125834.13,7585863116.0,7585863116.0,7585863116.0,agosto,3201,32,320104,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,Inversión,C-3299-0900-2-10101C,1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / C. MODERNIZACIÓN DE LA INSTITUCIONALIDAD AMBIENTAL Y DE GESTIÓN DEL RIESGO DE DESASTRES,8,3299,900.0,2.0,,3299,,,,1.506852151989067e-05,0.9999739283140153,2.6071685984646086e-05
A,1.0,1.0,1.0,,Nación,10.0,CSF,26106767000,0,0,26106767000,0.0,26106767000.0,0.0,16909495677.0,16826068193.0,16826068193.0,16826068193.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-01-01-01,SALARIO,8,1,1.0,1.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,3.342321984779779e-05,0.9999664110602046,3.3588939795387254e-05
A,1.0,1.0,2.0,,Nación,10.0,CSF,9818933000,0,0,9818933000,0.0,9818933000.0,0.0,7086778942.0,7068586618.0,7068586618.0,7068586618.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-01-01-02,CONTRIBUCIONES INHERENTES A LA NÓMINA,8,1,1.0,2.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,1.404100600548514e-05,0.9999859228568508,1.407714314920879e-05
A,1.0,1.0,3.0,,Nación,10.0,CSF,2757360000,0,0,2757360000,0.0,2757360000.0,0.0,1551708123.0,1510020641.0,1510020641.0,1510020641.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-01-01-03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,8,1,1.0,3.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,2.9994976413950367e-06,0.9999969176945476,3.0823054524537585e-06
A,2.0,,,,Nación,10.0,CSF,22049200000,0,0,22049200000,665549278.0,21383650720.89,1.11,19898595475.75,13313201314.3,13313201314.3,13313201314.3,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-02,ADQUISICIÓN DE BIENES  Y SERVICIOS,8,2,,,,ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,2.6445278201770057e-05,0.9999604735269333,3.952647306665927e-05
A,3.0,4.0,2.0,012,Nación,10.0,CSF,124031000,0,0,124031000,0.0,124031000.0,0.0,82007507.0,72220089.0,72220089.0,72220089.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-03-04-02-012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),8,3,4.0,2.0,12.0,TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",1.4345763278664985e-07,0.9999998371006878,1.6289931219767145e-07
A,3.0,10.0,,,Nación,10.0,CSF,160000000,0,0,160000000,0.0,0.0,160000000.0,0.0,0.0,0.0,0.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-03-10,SENTENCIAS Y CONCILIACIONES,8,3,10.0,,,TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,0.0,1.0,0.0
A,8.0,1.0,,,Nación,10.0,CSF,259800000,0,0,259800000,84815000.0,174985000.0,0.0,87504925.0,87504925.0,87504925.0,87504925.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-08-01,IMPUESTOS,8,8,1.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,1.7381935651828588e-07,0.9999998261806435,1.7381935651828588e-07
A,8.0,4.0,1.0,,Nación,11.0,SSF,244200000,0,0,244200000,0.0,0.0,244200000.0,0.0,0.0,0.0,0.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Funcionamiento,A-08-04-01,CUOTA DE FISCALIZACIÓN Y AUDITAJE,8,8,4.0,1.0,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,0.0,1.0,0.0
C,3204.0,900.0,3.0,10101B,Nación,11.0,CSF,3767663026,0,0,3767663026,11501804.0,3756161222.0,0.0,3756161222.0,2970279303.0,2970279303.0,2970279303.0,agosto,3202,32,320200,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam","Instituto de hidrologia, meteorologia y estudios ambientales - ideam",Inversión,C-3204-0900-3-10101B,"1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / B. DEMOCRATIZACIÓN DEL CONOCIMIENTO, LA INFORMACIÓN AMBIENTAL Y DE RIESGO DE DESASTRES",8,3204,900.0,3.0,,3204,,,,5.9001483302459e-06,0.9999925387796562,7.461220343734691e-06
