TOTAL,Código de entidad,Tipo de gasto,Código de sector,Sector,Entidad,Año
158698049298,2801,Inversión,28,Registraduría,Registraduría nacional del estado civil,2025
92500584478,2802,Funcionamiento,28,Registraduría,Fondo rotatorio de la registraduría,2025
171718456809,2802,Inversión,28,Registraduría,Fondo rotatorio de la registraduría,2025
14685380447,2803,Funcionamiento,28,Registraduría,Fondo social de vivienda de la registraduría nacional del estado civil,2025
478221131936,2804,Funcionamiento,28,Registraduría,Consejo nacional electoral,2025
10646765998,2804,Inversión,28,Registraduría,Consejo nacional electoral,2025
6214415600000,2901,Funcionamiento,29,Fiscalía,Fiscalía general de la nación,2025
173977914661,2901,Deuda,29,Fiscalía,Fiscalía general de la nación,2025
206231750000,2901,Inversión,29,Fiscalía,Fiscalía general de la nación,2025
389542913000,2902,Funcionamiento,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2025
114155647000,2902,Inversión,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2025
19569955000,2904,Funcionamiento,29,Fiscalía,Fondo especial para la administración de bienes de la fiscalía general de la nación,2025
19276000000,2904,Inversión,29,Fiscalía,Fondo especial para la administración de bienes de la fiscalía general de la nación,2025
413756961050,3201,Funcionamiento,32,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,2025
785846835468,3201,Inversión,32,Ambiente y desarrollo sostenible,Ministerio de ambiente y desarrollo sostenible,2025
67307033210,3202,Funcionamiento,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2025
31999229301,3202,Inversión,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2025
98170300000,3204,Funcionamiento,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2025
175098406366,3204,Inversión,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2025
4024700000,3208,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de los valles del sinú y san jorge (cvs),2025
6325400806,3209,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del quindío (crq),2025
5049176129,3210,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación para el desarrollo sostenible del urabá (corpourabá),2025
5283500000,3211,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de caldas (corpocaldas),2025
99070023380,3212,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),2025
1702100000,3213,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),2025
2926072953,3214,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del tolima (cortolima),2025
3514167948,3215,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de risaralda (carder),2025
3513251788,3216,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de nariño (corponariño),2025
5315100000,3217,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de la frontera nororiental (corponor),2025
5048300000,3218,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de la  guajira (corpoguajira),2025
4025096652,3219,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del cesar (corpocesar),2025
8006600000,3221,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del cauca (crc),2025
6650774000,3222,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del magdalena (corpamag),2025
3044415021,3223,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),2025
3250763399,3224,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación  para el desarrollo sostenible del norte y oriente de la amazonia (cda),2025
3159139259,3226,Funcionamiento,32,Ambiente y desarrollo sostenible,"Corporación para el desarrollo sostenible del archipiélago de san andres, providencia y santa catalina (coralina)",2025
3443000000,3227,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),2025
3107181000,3228,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación  para el desarrollo sostenible de la mojana y el san jorge (corpomojana),2025
2947800000,3229,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de la orinoquia (corporinoquia),2025
3441456374,3230,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de sucre (carsucre),2025
3275600000,3231,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del alto magdalena (cam),2025
3234214457,3232,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del centro de antioquia (corantioquia),2025
2807918000,3233,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del atlántico (cra),2025
3161500000,3234,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de santander (cas),2025
2837208309,3235,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de boyacá (corpoboyacá),2025
3185000000,3236,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional de chivor (corpochivor),2025
1014700000,3237,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del guavio (corpoguavio),2025
3065068000,3238,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del canal del dique (cardique),2025
3700700000,3239,Funcionamiento,32,Ambiente y desarrollo sostenible,Corporación autónoma regional del sur de bolívar (csb),2025
292859963090,3301,Funcionamiento,33,"Ministerio de las culturas, las artes y los saberes","Ministerio de las culturas, las artes y los saberes",2025
651354591139,3301,Inversión,33,"Ministerio de las culturas, las artes y los saberes","Ministerio de las culturas, las artes y los saberes",2025
20106894416,3304,Funcionamiento,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2025
34525005387,3304,Inversión,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2025
27730016172,3305,Funcionamiento,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2025
33681709185,3305,Inversión,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2025
16050094833,3307,Funcionamiento,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2025
14454263039,3307,Inversión,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2025
63510000000,3401,Funcionamiento,34,Organismos de control,Auditoría general de la republica,2025
13000000000,3401,Inversión,34,Organismos de control,Auditoría general de la republica,2025
660302227000,3501,Funcionamiento,35,"Comercio, industria y turismo","Ministerio de comercio, industria y turismo",2025
198352184065,3501,Inversión,35,"Comercio, industria y turismo","Ministerio de comercio, industria y turismo",2025
194184002000,3502,Funcionamiento,35,"Comercio, industria y turismo",Superintendencia de sociedades,2025
30696200000,3502,Inversión,35,"Comercio, industria y turismo",Superintendencia de sociedades,2025
226582198000,3503,Funcionamiento,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2025
145087794139,3503,Inversión,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2025
15548661000,3504,Funcionamiento,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2025
14000753000,3504,Inversión,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2025
23980556000,3505,Funcionamiento,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2025
15715756932,3505,Inversión,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2025
46596615048309,3601,Funcionamiento,36,Trabajo,Ministerio del trabajo,2025
440592840646,3601,Inversión,36,Trabajo,Ministerio del trabajo,2025
127990194000,3602,Funcionamiento,36,Trabajo,Servicio nacional de aprendizaje (sena),2025
6243740691413,3602,Inversión,36,Trabajo,Servicio nacional de aprendizaje (sena),2025
10352398000,3612,Funcionamiento,36,Trabajo,Unidad administrativa especial de organizaciones solidarias,2025
45000000000,3612,Inversión,36,Trabajo,Unidad administrativa especial de organizaciones solidarias,2025
15043360000,3613,Funcionamiento,36,Trabajo,Unidad administrativa especial del servicio público de empleo,2025
17000000000,3613,Inversión,36,Trabajo,Unidad administrativa especial del servicio público de empleo,2025
1111333500000,3701,Funcionamiento,37,Interior,Ministerio del interior,2025
397622826322,3701,Inversión,37,Interior,Ministerio del interior,2025
7837900000,3703,Funcionamiento,37,Interior,Dirección nacional del derecho de autor,2025
841000000,3703,Inversión,37,Interior,Dirección nacional del derecho de autor,2025
4959010000,3704,Funcionamiento,37,Interior,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,2025
10056384633,3704,Inversión,37,Interior,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,2025
2681558502000,3708,Funcionamiento,37,Interior,Unidad nacional de protección - unp,2025
7809482693,3708,Deuda,37,Interior,Unidad nacional de protección - unp,2025
3000000000,3708,Inversión,37,Interior,Unidad nacional de protección - unp,2025
15484100000,3709,Funcionamiento,37,Interior,Dirección nacional de bomberos,2025
71906000000,3709,Inversión,37,Interior,Dirección nacional de bomberos,2025
36967864777,3801,Funcionamiento,38,Empleo público,Comisión nacional del servicio civil,2025
109930103096,3801,Inversión,38,Empleo público,Comisión nacional del servicio civil,2025
32876734000,3901,Funcionamiento,39,"Ciencia, tecnología e innovación","Ministerio de ciencia, tecnología e innovación",2025
266987639124,3901,Inversión,39,"Ciencia, tecnología e innovación","Ministerio de ciencia, tecnología e innovación",2025
4343587194403,4001,Funcionamiento,40,"Vivienda, ciudad y territorio","Ministerio de vivienda, ciudad y territorio",2025
1614293994900,4001,Inversión,40,"Vivienda, ciudad y territorio","Ministerio de vivienda, ciudad y territorio",2025
8800000000,4002,Funcionamiento,40,"Vivienda, ciudad y territorio",Fondo nacional de vivienda - fonvivienda,2025
2659636589387,4002,Inversión,40,"Vivienda, ciudad y territorio",Fondo nacional de vivienda - fonvivienda,2025
262123929351,4101,Funcionamiento,41,Inclusión social y reconciliación,Departamento administrativo para la prosperidad social,2025
5399606566879,4101,Inversión,41,Inclusión social y reconciliación,Departamento administrativo para la prosperidad social,2025
1822309711324,4104,Funcionamiento,41,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2025
2488667165115,4104,Inversión,41,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2025
18503458353,4105,Funcionamiento,41,Inclusión social y reconciliación,Centro de memoria histórica,2025
60905600185,4105,Inversión,41,Inclusión social y reconciliación,Centro de memoria histórica,2025
155589000000,4201,Funcionamiento,42,Inteligencia,Departamento administrativo dirección nacional de inteligencia,2025
38231000000,4201,Inversión,42,Inteligencia,Departamento administrativo dirección nacional de inteligencia,2025
64365817578,4301,Funcionamiento,43,Deporte y recreación,Ministerio del deporte,2025
400000000000,4301,Inversión,43,Deporte y recreación,Ministerio del deporte,2025
547711000000,4401,Funcionamiento,44,"Sistema integral de verdad, justicia, reparación y no repetición",Jurisdicción especial para la paz,2025
189521300973,4401,Inversión,44,"Sistema integral de verdad, justicia, reparación y no repetición",Jurisdicción especial para la paz,2025
